,sub_id,age,sex,normal / corrected sight,handedness,block,trial,reaction_time,max_time,E_amount_answer,E_counter,is_corr,answer_in_time
0,12,47,male,yes,right,high time pressure,1,26.650023490348076,26.650023490348076,12,12,1,0
1,12,47,male,yes,right,high time pressure,2,26.650023490348076,26.650023490348076,11,11,1,0
2,12,47,male,yes,right,high time pressure,3,26.650023490348076,26.650023490348076,8,8,1,0
3,12,47,male,yes,right,high time pressure,4,26.650023490348076,26.650023490348076,10,10,1,0
4,12,47,male,yes,right,high time pressure,5,26.650023490348076,26.650023490348076,8,8,1,0
5,12,47,male,yes,right,high time pressure,6,26.650023490348076,26.650023490348076,9,9,1,0
6,12,47,male,yes,right,high time pressure,7,26.650023490348076,26.650023490348076,9,10,0,0
7,12,47,male,yes,right,high time pressure,8,26.650023490348076,26.650023490348076,10,10,1,0
8,12,47,male,yes,right,low time pressure,1,31.094736797117683,31.094736797117683,10,11,0,0
9,12,47,male,yes,right,low time pressure,2,31.094736797117683,31.094736797117683,12,13,0,0
10,12,47,male,yes,right,low time pressure,3,31.094736797117683,31.094736797117683,8,8,1,0
11,12,47,male,yes,right,low time pressure,4,31.094736797117683,31.094736797117683,10,10,1,0
12,12,47,male,yes,right,low time pressure,5,31.094736797117683,31.094736797117683,10,10,1,0
13,12,47,male,yes,right,low time pressure,6,31.094736797117683,31.094736797117683,9,9,1,0
14,12,47,male,yes,right,low time pressure,7,31.094736797117683,31.094736797117683,8,8,1,0
15,12,47,male,yes,right,medium time pressure,1,28.87238014373288,28.87238014373288,7,8,0,0
16,12,47,male,yes,right,medium time pressure,2,28.87238014373288,28.87238014373288,9,9,1,0
17,12,47,male,yes,right,medium time pressure,3,28.87238014373288,28.87238014373288,13,13,1,0
18,12,47,male,yes,right,medium time pressure,4,28.87238014373288,28.87238014373288,11,12,0,0
19,12,47,male,yes,right,medium time pressure,5,28.87238014373288,28.87238014373288,10,11,0,0
20,12,47,male,yes,right,medium time pressure,6,28.87238014373288,28.87238014373288,13,13,1,0
21,12,47,male,yes,right,medium time pressure,7,28.87238014373288,28.87238014373288,11,12,0,0
