,sub_id,Q1E1,Q1E2,Q1E3,Q2Phase1,Q1E4,Q1E5,Q1E6,Q2Phase2
0,15,3,3,4,bemerkt und manchmal nachgesehen,3,5,2,bemerkt und manchmal nachgesehen
