  , sub_id, age, sex , normal / corrected sight, handedness, block               , trial, reaction_time     , max_time          , E_amount_answer, E_counter, is_corr, answer_in_time
 0,     05,  21, male, yes                     , right     , low time pressure   ,     1, 25.87441404166657 , 37.003953102874746,               9,         9,       1,              1
 1,     05,  21, male, yes                     , right     , low time pressure   ,     2, 23.947097499999927, 37.003953102874746,               8,         8,       1,              1
 2,     05,  21, male, yes                     , right     , low time pressure   ,     3, 25.072190833333252, 37.003953102874746,              11,        12,       0,              1
 3,     05,  21, male, yes                     , right     , low time pressure   ,     4, 29.854735124999934, 37.003953102874746,               9,        11,       0,              1
 4,     05,  21, male, yes                     , right     , low time pressure   ,     5, 30.60382162499991 , 37.003953102874746,              12,        12,       1,              1
 5,     05,  21, male, yes                     , right     , low time pressure   ,     6, 37.003953102874746, 37.003953102874746,               8,        12,       0,              0
 6,     05,  21, male, yes                     , right     , low time pressure   ,     7, 32.83501624999985 , 37.003953102874746,              11,        12,       0,              1
 7,     05,  21, male, yes                     , right     , low time pressure   ,     8, 26.25713924999991 , 37.003953102874746,               8,         8,       1,              1
 8,     05,  21, male, yes                     , right     , medium time pressure,     1, 26.36409833333323 , 33.01223561111111 ,              12,        12,       1,              1
 9,     05,  21, male, yes                     , right     , medium time pressure,     2, 33.102408791666676, 33.01223561111111 ,              12,        13,       0,              0
10,     05,  21, male, yes                     , right     , medium time pressure,     3, 26.05351137499997 , 33.01223561111111 ,               6,         9,       0,              1
11,     05,  21, male, yes                     , right     , medium time pressure,     4, 31.13105537499996 , 33.01223561111111 ,               8,         8,       1,              1
12,     05,  21, male, yes                     , right     , medium time pressure,     5, 30.496734124999875, 33.01223561111111 ,               8,        10,       0,              1
13,     05,  21, male, yes                     , right     , medium time pressure,     6, 30.885467666666727, 33.01223561111111 ,              12,        13,       0,              1
14,     05,  21, male, yes                     , right     , medium time pressure,     7, 30.208453541666586, 33.01223561111111 ,              13,        13,       1,              1
15,     05,  21, male, yes                     , right     , medium time pressure,     8, 28.79742079166681 , 33.01223561111111 ,               8,         9,       0,              1
16,     05,  21, male, yes                     , right     , high time pressure  ,     1, 22.99887329166677 , 29.020518119347475,              12,        12,       1,              1
17,     05,  21, male, yes                     , right     , high time pressure  ,     2, 28.685615333333317, 29.020518119347475,              10,        10,       1,              1
18,     05,  21, male, yes                     , right     , high time pressure  ,     3, 28.379013958333417, 29.020518119347475,              11,        11,       1,              1
19,     05,  21, male, yes                     , right     , high time pressure  ,     4, 29.020518119347475, 29.020518119347475,              11,        13,       0,              0
20,     05,  21, male, yes                     , right     , high time pressure  ,     5, 28.594447916666468, 29.020518119347475,               9,         9,       1,              1
21,     05,  21, male, yes                     , right     , high time pressure  ,     6, 26.443962125000326, 29.020518119347475,              10,        12,       0,              1
22,     05,  21, male, yes                     , right     , high time pressure  ,     7, 29.020518119347475, 29.020518119347475,              13,        13,       1,              0
23,     05,  21, male, yes                     , right     , high time pressure  ,     8, 29.020518119347475, 29.020518119347475,              10,        10,       1,              0
