,sub_id,age,sex,normal / corrected sight,handedness,block,trial,reaction_time,E_amount_answer,E_counter,is_corr
0,07,21,male,yes,right,clock timer,1,15.032816249999996,8,11,0
1,07,21,male,yes,right,clock timer,2,16.75035016666652,12,13,0
2,07,21,male,yes,right,clock timer,3,20.333394041666452,12,12,1
3,07,21,male,yes,right,clock timer,4,23.94987062500013,11,9,0
4,07,21,male,yes,right,clock timer,5,22.210315166666533,13,13,1
5,07,21,male,yes,right,clock timer,6,23.25159391666648,11,11,1
6,07,21,male,yes,right,clock timer,7,24.00782854166664,11,11,1
7,07,21,male,yes,right,clock timer,8,22.651439541666605,9,9,1
8,07,21,male,yes,right,clock timer,9,21.5143444583332,9,9,1
9,07,21,male,yes,right,clock timer,10,NA,NA,12,NA
10,07,21,male,yes,right,countdown timer,1,16.89017799999965,9,9,1
11,07,21,male,yes,right,countdown timer,2,20.30383829166658,8,9,0
12,07,21,male,yes,right,countdown timer,3,23.040010625000832,7,8,0
13,07,21,male,yes,right,countdown timer,4,18.77939508333384,9,10,0
14,07,21,male,yes,right,countdown timer,5,18.816483499999777,11,11,1
15,07,21,male,yes,right,countdown timer,6,18.62537170833275,9,9,1
16,07,21,male,yes,right,countdown timer,7,20.643125916666577,10,10,1
17,07,21,male,yes,right,countdown timer,8,18.986895583333535,12,13,0
18,07,21,male,yes,right,countdown timer,9,21.1900294583329,12,13,0
19,07,21,male,yes,right,countdown timer,10,NA,NA,12,NA
20,07,21,male,yes,right,no timer,1,16.132837999999538,9,10,0
21,07,21,male,yes,right,no timer,2,19.390126375000364,8,9,0
22,07,21,male,yes,right,no timer,3,22.8202617500001,11,12,0
23,07,21,male,yes,right,no timer,4,20.64225120833271,12,13,0
24,07,21,male,yes,right,no timer,5,20.730361833333518,11,11,1
25,07,21,male,yes,right,no timer,6,23.60531870833438,12,12,1
26,07,21,male,yes,right,no timer,7,19.87278199999946,9,9,1
27,07,21,male,yes,right,no timer,8,20.442272375000357,10,10,1
28,07,21,male,yes,right,no timer,9,21.432056333333094,8,8,1
29,07,21,male,yes,right,no timer,10,NA,NA,10,NA
