  , sub_id, age, sex , normal / corrected sight, handedness, block               , trial, reaction_time     , max_time          , E_amount_answer, E_counter, is_corr, answer_in_time
 0,     04,  47, male, yes                     , right     , medium time pressure,     1, 32.57575012501911 , 39.50787696111559 ,              13,        13,       1,              1
 1,     04,  47, male, yes                     , right     , medium time pressure,     2, 31.13314404169796 , 39.50787696111559 ,              10,        10,       1,              1
 2,     04,  47, male, yes                     , right     , medium time pressure,     3, 29.31720225000754 , 39.50787696111559 ,              12,        12,       1,              1
 3,     04,  47, male, yes                     , right     , medium time pressure,     4, 35.66866237501381 , 39.50787696111559 ,               9,         9,       1,              1
 4,     04,  47, male, yes                     , right     , medium time pressure,     5, 31.27896874997532 , 39.50787696111559 ,              10,        10,       1,              1
 5,     04,  47, male, yes                     , right     , medium time pressure,     6, 32.85095558332978 , 39.50787696111559 ,               9,         9,       1,              1
 6,     04,  47, male, yes                     , right     , medium time pressure,     7, 39.601546250021784, 39.50787696111559 ,              13,        13,       1,              0
 7,     04,  47, male, yes                     , right     , high time pressure  ,     1, 30.031594041676726, 36.37901596124023 ,              11,        11,       1,              1
 8,     04,  47, male, yes                     , right     , high time pressure  ,     2, 36.753377499990165, 36.37901596124023 ,              12,        12,       1,              0
 9,     04,  47, male, yes                     , right     , high time pressure  ,     3, 28.269940541649703, 36.37901596124023 ,               8,         8,       1,              1
10,     04,  47, male, yes                     , right     , high time pressure  ,     4, 32.98916683331481 , 36.37901596124023 ,              12,        12,       1,              1
11,     04,  47, male, yes                     , right     , high time pressure  ,     5, 32.24042458331678 , 36.37901596124023 ,               8,         8,       1,              1
12,     04,  47, male, yes                     , right     , high time pressure  ,     6, 34.507803374988725, 36.37901596124023 ,              11,        11,       1,              1
13,     04,  47, male, yes                     , right     , high time pressure  ,     7, 32.040334500023164, 36.37901596124023 ,               9,         9,       1,              1
14,     04,  47, male, yes                     , right     , low time pressure   ,     1, 24.763019958336372, 42.636737960990956,               7,         8,       0,              1
15,     04,  47, male, yes                     , right     , low time pressure   ,     2, 27.82297308332636 , 42.636737960990956,               8,         8,       1,              1
16,     04,  47, male, yes                     , right     , low time pressure   ,     3, 27.719856541691115, 42.636737960990956,              13,        13,       1,              1
17,     04,  47, male, yes                     , right     , low time pressure   ,     4, 32.095862999995006, 42.636737960990956,              12,        12,       1,              1
18,     04,  47, male, yes                     , right     , low time pressure   ,     5, 31.424549958348507, 42.636737960990956,              10,        10,       1,              1
19,     04,  47, male, yes                     , right     , low time pressure   ,     6, 32.990182708308566, 42.636737960990956,              12,        12,       1,              1
20,     04,  47, male, yes                     , right     , low time pressure   ,     7, 32.38848525000503 , 42.636737960990956,               6,         8,       0,              1
21,     04,  47, male, yes                     , right     , low time pressure   ,     8, 33.586634291685186, 42.636737960990956,               8,         8,       1,              1
